Int. Congr. Electron Microsc. 5|Electron microscopy: Fifth International Congress for Electron Microscopy held in Philadelphia, Pennsylvania, August 29th to September 5th, 1962
Int. Congr. Electron Microsc. 6|Sixth International Congress for Electron Microscopy, Kyoto, 1966.
Int. Congr. Entomol. 10|Proceedings of the Tenth International Congress of Entomology, Montreal, August 17-25, 1956.
Int. Congr. Entomol. 11|Verhandlungen. XI. Internationaler Kongress fur Entomologie, Wien, 1960
Int. Congr. Entomol. 12|Proceedings of the XII International Congress of Entomology, London, 1964
Int. Congr. Entomol. 13|Trudy. XIII Mezhdunarodnyi entomologicheskii kongress, Moskva, 2-9 avgusta, 1968 [Proceedings. XIII International Congress of Entomology, Moscow, 2-9 August, 1968]
Int. Congr. Entomol. 15|Proceedings of the XVth International Congress of Entomology.
Int. Congr. Entomol. 17 Abstr.|XVII International Congress of Entomology, Hamburg, Federal Republic of Germany, August 20-26, 1984: Abstract volume
Int. Congr. Entomol. 18|Proceedings of the XVIII International Congress of Entomology, Vancouver, B.C., Canada, July 3rd to 9th 1988
Int. Congr. Entomol. 2|Proceedings of the 2nd International Congress of Entomology, Oxford, 1912
Int. Congr. Entomol. 3|Verhandlungen. Internationaler entomologischen-kongress, Zurich, 1925
Int. Congr. Entomol. 7|Verhandlungen der Siebenter Internationaler kongress fur Entomologie, Berlin, 15.-20. august 1938
Int. Congr. Entomol. 8|Proceedings of the 8th International Congress of Entomology, Stockholm, 1950
Int. Congr. Entomol. 9|Transactions of the IX International Congress of Entomology, Amsterdam, August 17-24, 1951
Int. Congr. Eugen. 2|Eugenics, Genetics and the Family. Scientific papers of the second International Congress of Eugenics held at American Museum of Natural History, New York, September 22-28, 1921
Int. Congr. Exp. Cytol. 6|Proceedings of the 6th International Congress of Experimental Cytology, Stockholm, July 10th-17th, 1947
Int. Congr. Eye Res. 6|Fifth International Congress of Eye Research, Eindhoven, Netherlands, 1982
Int. Congr. Genet. 10|Proceedings of the X International Congress of Genetics, Montreal, 1958
Int. Congr. Genet. 11|Genetics today. Proceedings of the XI International Congress of Genetics, The Hague, the Netherlands, September 1963. Edited by S.J. Geerts
Int. Congr. Genet. 12|Proceedings of the XII International Congress of Genetics, Tokyo, Japan, August 19-28, 1968
Int. Congr. Genet. 13|Proceedings of the thirteenth International Congress of Genetics, University of California, 1973
Int. Congr. Genet. 14|Proceedings of the XIV International Congress of Genetics, Moscow, 1978
Int. Congr. Genet. 15|Genetics: New Frontiers. Proceedings of the XV International Congress of Genetics, New Delhi, 1983. Edited by V. L. Chopra
Int. Congr. Genet. 15 Abstr.|Abstract of contributed papers. XV International Congress of Genetics, New Delhi, December 12-21, 1983
Int. Congr. Genet. 16|Proceedings. XVIth International Congress of Genetics, August 20-27, 1988, Toronto, Canada
Int. Congr. Genet. 4|Comptes rendus et rapports. Conference internationale de genetique, Paris
Int. Congr. Genet. 6|Proceedings of the Sixth International Congress of Genetics, Ithaca, New York.
Int. Congr. Genet. 7|Proceedings of the 7th International Genetical Congress, Edinburgh, 1939
Int. Congr. Genet. 8|Proceedings of the Eighth International Congress of Genetics, Stockholm, 7-14 July 1948
Int. Congr. Genet. 9|Atti del IX Congresso Internazionale di Genetica, Bellagio (Como) 24-31 Agosto 1953
Int. Congr. Gerontol. 10|Proceedings of the Tenth International Congress of Gerontology, Jersalem, 1975
Int. Congr. Gerontol. 11|Recent Advances in Gerontology. Proceedings of the XI International Congress of Gerontology, Tokyo, August 20-25, 1978
Int. Congr. Gerontol. 12|Proceedings of the 12th International Congress of Gerontology, Hamburg, 1981
Int. Congr. Gerontol. 8|Proceedings. Eighth International Congress of Gerontology, Washington, D.C., 1969.
Int. Congr. Gerontol. 9|Proceedings of the 9th International Congress of Gerontology, Kiev, July 2-7, 1972
Int. Congr. Histochem. Cytochem. 3|Summary Reports. Third International Congress of Histochemistry and Cytochemistry, New York.
Int. Congr. Hum. Genet. 2|[Abstracts of papers]. 2nd International Congress of Human Genetics, Rome, 1961
Int. Congr. Int. Soc. Sugar Cane Technol. 10|Proceedings. 10th Congress International Society of Sugar Cane Technologists
Int. Congr. Int. Soc. Sugar Cane Technol. 11|Pests of Sugar Cane. 11th Congress of the International Society of Sugar Cane Technologists, Mauritius, September 1962
Int. Congr. IUPAC 2|2nd International Congress. International Union of Pure and Applied Chemistry
Int. Congr. Lichtforsch. 3|Kongressbericht. 3 Internationaler Kongress Lichtforschung
Int. Congr. Math. 10|Tezisy kratkikh nauchnykh soobshchenii [Abstracts of brief scientific communications]. International Congress of Mathematicians, Moscow, 1966
Int. Congr. Microbiol. 6|Riassumti delle Communicazioni. 6th International Congress of Microbiology
Int. Congr. Microbiol. 7|Proceedings. 7th International Congress of Microbiology, 1958, Stockholm
Int. Congr. Microbiol. 9|Proceedings. 9th International Congress of Microbiology, Moscow.
Int. Congr. Ornith. 9|Acta XI Congressus Internationalis Ornithologici, Basel 29. V.-5. VI. 1954.
Int. Congr. Photobiol. 1|Proceedings. 1st International Photobiology Congress, Amsterdam, 1954
Int. Congr. Photobiol. 12|Proceedings. 12th International Photobiology Congress, Vienna, 1996.
Int. Congr. Physiol. 15 Trudy|Trudy. International Physiological Congress, Leningrad-Moscow, 1935
Int. Congr. Physiol. 16|Kongressbericht vorbereitet fur den XVI. Internationalen Physiologen-Kongress, 14.-19. August 1938, Zurich
Int. Congr. Plant Sci. 4|Proceedings. International Congress of Plant Science, Ithaca, 1926
Int. Congr. Radiol. 4|Veroffentlichungen. Internationaler radiologen-kongress, Zurich, 1934
Int. Congr. Radiol. 9|Abhandlungen. IXth International Congress of Radiology, 23. VII-30. VII, 1959 in Munchen
Int. Congr. Speleology 10|10th International Congress of Speleology, Hungary.
Int. Congr. Vergl. Pathol. 4|Proc. 4th Int. Congr. vergleichende Pathologie [Rom].
Int. Congr. Zool. 13|Comptes rendus. 13th Congres international de zoologie, Paris
Int. Congr. Zool. 14|Proceedings. 14th International Congress of Zoology, Copenhagen, 1953
Int. Congr. Zool. 15|Proceedings of the XV International Congress of Zoology, London, 1958
Int. Congr. Zool. 16|Proceedings. XVI International Congress of Zoology, Washington, 1963
Int. Congr. Zool. 17|Proceedings. 17th Congres internationale de Zoologie, Monte Carlo
Int. Congr. Zool. 7|Proceedings of the 7th International Zoological Congress, Boston
Int. ent. Z.|Internationale Entomologische Zeitschrift
Int. Immunol.|International Immunology
Int. Immunopharmacol.|International Immunopharmacology
Int. J. Acarol.|International Journal of Acarology
Int. J. Acupunct. Electro-therap. Res.|Acupuncture and Electro-therapeutics Research. The International Journal
Int. J. Andrology|International Journal of Andrology
Int. J. Antimicrob. Agents|International Journal of Antimicrobial Agents
Int. J. appl. Radiat. Isotopes|International Journal of Applied Radiation and Isotopes
Int. J. Biochem.|International Journal of Biochemistry
Int. J. Biochem. & Cell Biol.|International Journal of Biochemistry & Cell Biology
Int. J. Biol. Macromol.|International Journal of Biological Macromolecules
Int. J. Biol. Sci.|International Journal of Biological Sciences
Int. J. Biometeorol.|International Journal of Biometeorology
Int. J. Cancer|International Journal of Cancer [Journal international du cancer]
Int. J. Cancer|International Journal of Cancer [Journal international du cancer]
Int. J. Chronobiol.|International Journal of Chronobiology
Int. J. comp. Psychol.|International Journal of Comparative Psychology
Int. J. Dermatol.|International Journal of Dermatology
Int. J. Dev. Biol.|International Journal of Developmental Biology
Int. J. dev. Neurosci.|International Journal of Developmental Neuroscience
Int. J. Ecol. Environ. Sci.|International Journal of Ecology and Environmental Sciences
Int. J. Ent.|International Journal of Entomology
Int. J. Exp. Path.|International Journal of Experimental Pathology
Int. J. Hyperthermia|International Journal of Hyperthermia
Int. J. Insect Morph. Embryol.|International Journal of Insect Morphology & Embryology
Int. J. Invert. Reprod.|International Journal of Invertebrate Reproduction
Int. J. Invert. Reprod. Dev.|International Journal of Invertebrate Reproduction and Development
Int. J. Med. Microbiol.|International Journal of Medical Microbiology
Int. J. Mol. Med.|International journal of molecular medicine
Int. J. Neurosci.|International Journal of Neuroscience
Int. J. Oncol.|International Journal of Oncology
Int. J. Parasitol.|International Journal of Parasitology
Int. J. Peptide Prot. Res.|International Journal of Peptide and Protein Research
Int. J. Radiat. Biol.|International Journal of Radiation Biology
Int. J. Radiat. Biol. Phys. Chem. Med.|International Journal of Radiation Biology and Related Studies in Physics, Chemistry and Medicine
Int. J. syst. Bacteriol.|International Journal of Systematic Bacteriology
Int. J. syst. evol. Microbiol.|International Journal of Systematic and Evolutionary Microbiology
Int. J. Toxicol.|International Journal of Toxicology
Int. Kongr. Pflanz., 6|Sechster Internationaler Pflanzenschutz-Kongress
Int. Microbiol.|International Microbiology. The Official Journal of the Spanish Society for Microbiology
Int. Pest Control|International Pest Control
Int. Res. Comm.|IRCS journal of international research communications
Int. Rev. Biochem.|International Review of Biochemistry
Int. Rev. Connect. Tissue Res.|International Review of Connective Tissue Research
Int. Rev. Cytol.|International Review of Cytology
Int. Rev. Cytol.|International Review of Cytology
Int. Rev. Neurobiol.|International Review of Neurobiology
Int. Ser. Monogr. pure appl. Biol. Div. Modern Trends physiol. Sci.|International Series of Monographs on pure and applied Biology. Division: Modern Trends in physiological Sciences.
Int. Symp. Biogeog. Aspects Insularity|International Symposium on Biogeographical Aspects of Insularity, Rome, 18-22 May 1987.
Int. Symp. Contr. Insect Vectors Dis. 1|Proceedings. 1st International Symposium on the Control Insect Vectors of Disease.
Int. Symp. Genet. 1956|Proceedings. International Genetics Symposia, Tokyo and Kyoto. 1956
Int. Symp. Gerontol. 3|Proc. 3rd Int. Sympos. Geront.
Int. Symp. Normal Pathol. Protein Synthesis Higher Orgs.|International Symposium on Normal and Pathological Protein Synthesis in Higher Organisms, Rueil-Malmaison, France, 1973.
Int. Symp. Nucl. Physiol. Diffn|International Symposium of Nuclear Physiology and Differentiation, Minas Gerais, Brazil, 1968
Int. Symp. Ocular Function Eicosanoids Lipid Mediators, 1990|International Symposium on the Ocular Functions of Eicosanoids and other Lipid Mediators, Helsinki, Finland, 1990.
Int. Symp. Recent Adv. Cytogen. Res., Kurukshetra|International Symposium. Recent Advances in Cytogenetic Research, Department of Zoology, Kurukshetra, Haryana, India.
Int. Symp. Yeast 5|Proceedings of the 5th International Specialized Symposium on Yeasts
Int. Union Biol. Sci.|International Union of Biological Sciences [Union Internationale des Sciences Biologiques]
Int. Union Biol. Sci.|International Union of Biological Sciences [Union Internationale des Sciences Biologiques]
Int. Union Physiol. Sci. 25|Proceedings of the 25th International Union of Physiological Sciences
Int. Zoo Yb.|International Zoo Yearbook
Integr. Comp. Biol.|Integrative and Comparative Biology
Integr. Physiol. Behav. Sci.|Integrative Physiological and Behavioral Science: The Official Journal of the Pavlovian Society
Interdiscipl. Topics Geront.|Interdisciplinary Topics in Gerontology
Interferon y biotecnologia|Interferon y biotecnologia
International Congress Series|Excerpta Medica International Congress Series
International Genome Sequencing and Analysis Conference|International Genome Sequencing and Analysis Conference
Intervirology|Intervirology
Invert. Neurosci.|Invertebrate Neuroscience
Invert. Reprod. Dev.|Invertebrate Reproduction and Development
Invert. Taxonomy|Invertebrate Taxonomy
Invest Acad Sci USSR Biol Abstr|Abstracts of Investigations of the Acad. of Sci. of the USSR. Department of Biol. Sci.
Invest. Agraria, Prod. Prot. Veg.|Investigacion Agraria. Produccion y Proteccion Vegetales
Invest. Ciencia, Barcelona|Investigacion y Ciencia
Invest. Clin.|Investigacion Clinica
Invest. Ophthalmol. Vis. Sci.|Investigative Ophthalmology and Visual Science
Invest. Ophthalmol. Vis. Sci.|Investigative Ophthalmology and Visual Science
Invest. Prog., Madrid|Investigacion y Progresso
INW2|Second International Nomenclature Workshop, 30th April-2nd May 1999, Cambridge, UK.
IOBC-WPRS Bull.|IOBC/WPRS bulletin [Bulletin OILB/SROP]
Ion Channels|Ion Channels
Iowa St. Coll. J. Sci.|Iowa State College Journal of Science
Ir. Biogeog. Soc. Bull.|Bulletin. Irish Biogeographical Society
Ir. Nat.|Irish Naturalist
Ir. Nat. J.|Irish Naturalist's Journal
Iran Congr.Soc Genet 2|Proc. 2nd Congr. Iran. Soc. Gen.
Iraqi J. Sci.|Iraqi Journal of Science [al-Majallah al-'Iraqiyah lil-'ulum]
IRCS J. Med. Sci.|IRCS journal of medical science (International Research Communications System)
IRCS Med. Sci. Lib. Compend.|IRCS medical science: Library compendium (International Research Communications System)
IRE Trans. med. Electron.|IRE Transactions on Medical Electronics (Institute of Radio Engineers)
Irish Theses|List of higher degree theses deposited in the University Libraries of the Republic of Ireland.
Isis|Isis
Isis, Oken's|Isis (Isis von Oken)
Isotope Radiat. Res.|Isotope and Radiation Research [Buhuth al-nazair wa-al-ishaa]
Isotopes Radiat. Entomol.|Isotopes and Radiation in Entomology. Proceedings of a symposium jointly organized by the International Atomic Energy Agency and the Food and Agriculture Organization of the United Nations. Vienna 1967.
Isozyme Bull.|The Isozyme Bulletin
Isozymes|Isozymes. Current topics in biological and medical research
Israel J. Zool.|Israel Journal of Zoology
Israel. J. Med. Sci.|Israel Journal of Medical Sciences
Issled. Genet.|Issledovaniia po Genetike
Ist. Sper. Ital. Fecond. Artif. 25 Anno|XXV<up>o</up> Anno della Fondazione dello Istituto Sperimentale Italiano 'L. Spallanzani' per la Fecondazione Artificiale 1 Marzo 1937 - 1 Marzo 1962.
Istanbul Univ. Fen. Fak. Mecm.|Istanbul Universitesi Fen Falkultesi Mecmuasi [Revue de la Faculte des sciences de l'Universite d'Istanbul]
Ital. J. Biochem.|Italian Journal of Biochemistry
Italian J. Zool.|Italian Journal of Zoology
ITIS|Insect Toxicologists' Information Service
Itogi Nauki biol. Nauki|Itogi nauki. Biologischeskie nauki
Itogi Nauki techn.|Itogi nauki i tekhniki
IUBMB Life|IUBMB Life
Iwanami Kagakubunkensyo|Iwanami Kagakubunkensyo
Izd. Tsentral. Karantin. Lab.|Izdanie Tsentralnaia karantinnaia laboratoriia
Izv. Akad. Nauk Gruz.|Izvestiia Akademii nauk Gruzii [Sak'art'velosmec'nierebat'a akademiis mac'ne]
Izv. Akad. Nauk Gruz. SSR.|Izvestiia Akademii nauk Gruzinskoi SSR. [Sak'art'velos SSR mec'nierebat'a akademiis mac'ne]
Izv. Akad. Nauk Mold. SSR.|Izvestiia Akademii nauk Moldavskoi SSR [Buletinul Academiei de Stiintse a RSS Moldovenesht']
Izv. Akad. Nauk Mold. SSR.|Izvestiia Akademii nauk SSR Moldova [Buletinul Academiei de Stiinte a RSS Moldova]
Izv. Akad. Nauk SSSR.|Izvestiia Akademii Nauk SSSR.
Izv. Akad. Nauk SSSR.|Izvestiia Akademii Nauk SSSR.
Izv. Akad. Nauk SSSR.|Izvestiia Akademii Nauk SSSR.
Izv. Akad. Nauk Turkm.|Izvestiia Akademii nauk Turkmenistana [Turkmenistan ylymlar akademiiasynyng khabarlary]
Izv. Akad. Nauk Turkm. SSR|Turkmenistan ylymlar akademiiasynyng khabarlary [Izvestiia Akademii nauk Turkmenistana]
Izv. Akad. Nauk. Kasakh. SSR.|Izvestiia Akademii nauk Kazakhskoi SSR [Qazaq SSR ghylym akademiiasynyng khabarlary]
Izv. Akad. Nauk. Respub. Kazakh.|Izvestiia Akademiia Nauk Respubliki Kazakhstan
Izv. Akad. Navuk beloruss SSR|Izvestiia Akademiia navuk Belorusskoi SSR
Izv. imp. Obshch. Lyub. Estest. Antrop. Etnogr. imp. mosk. Univ.|Izvestiia Imperatorskogo obschestva lyubitelei estestvoznaniya, antropologii i etnografii pri Imperatorskom Moskovskom Universitete
Izv. Ross. Akad. Nauk|Izvestiia Rossiiskoi Akademii nauk
Izv. Ross. Akad. Nauk|Izvestiia Rossiiskoi Akademii nauk
Izv. Sibirsk. Otd. Akad. Nauk|Izvestiia Sibirskogo Otdeleniya Akademii Nauk SSSR
Izv. Sibirsk. Otd. Akad. Nauk|Izvestiia Sibirskogo Otdeleniya Akademii Nauk SSSR
Izv. Timiryazev. sel'khoz. Akad.|Izvestiia Timiryazevskoi sel'sko-khozyaistvennoi akademii
Izv. zool. Inst., Sof.|Izvestiia na Zoologischeskiia institut s Muzei
J. Acad. Nat. Sci. Philadelphia|Journal of the Academy of Natural Sciences of Philadelphia
J. Acad. Nat. Sci. Philadelphia|Journal of the Academy of Natural Sciences of Philadelphia
J. Acoust. Soc. Am.|Journal of the Acoustical Society of America
J. adv. Zool.|Journal of advanced zoology
J. afr. Zool.|Journal of African Zoology
J. agric. Food Chem.|Journal of Agricultural and Food Chemistry
J. agric. Res.|Journal of Agricultural Research
J. agric. Res. China|Journal of Agricultural Research of China
J. agric. Sci., Tokyo|Journal of agricultural science [Tokyo Nogyo Daigaku. Nogaku shuho]
J. agric. Univ. P. R.|Journal of Agriculture of the University of Puerto Rico
J. Agric. Urban Ent.|Journal of Agricultural and Urban Entomology
J. Ala. Acad. Sci.|Journal of the Alabama Academy of Science
J. Allergy|Journal of Allergy
J. Allergy clin. Immunol.|Journal of Allergy and Clinical Immunology
J. Am. Aging Assn|Journal of the American Aging Association
J. Am. Aging Assoc.|Journal of the American Aging Association
J. Am. Chem. Soc.|Journal of the American Chemical Society
J. Am. Coll. Toxicol.|Journal of the American College of Toxicology
J. Am. Geriat. Soc.|Journal of the American Geriatrics Society
J. Am. Inst. Homeopathy|Journal of the American Institute of Homeopathy
J. Am. Med. Ass.|Journal of the American Medical Association
J. Am. Med. Women's Ass.|Journal of the American Medical Women's Association
J. Am. Mosq. Control Ass.|Journal of the American Mosquito Control Association
J. Am. Oil Chem. Soc.|Journal of the American Oil Chemists Society
J. Am. Soc. Agron.|Journal of the American Society of Agronomy
J. Am. Soc. Hort. Sci.|Journal of the American Society for Horticultural Science
J. Am. Soc. Nephrol.|Journal of the American Society of Nephrology
J. Am. statist. Ass.|Journal of the American Statistical Association
J. Anat.|Journal of Anatomy
J. Anim. Behav.|Journal of Animal Behavior
J. Anim. Breed. Genet.|Journal of animal breeding and genetics [Zeitschrift fur Tierzuchtung und Zuchtungsbiologie]
J. Anim. Ecol.|Journal of Animal Ecology
J. Anim. Morph. Physiol.|Journal of Animal Morphology and Physiology
J. Anim. Sci.|Journal of Animal Science
J. Anim. Tech. Ass.|Journal of the Animal Technicians Association
J. Anti-aging Med.|Journal of Anti-aging Medicine
J. Antibiot., Tokyo|Journal of Antibiotics
J. Apic. Res.|Journal of Apicultural Research
J. appl. Ecol.|Journal of Applied Ecology
J. appl. Ent.|Journal of applied Entomology
J. Appl. Microbiol.|Journal of Applied Microbiology
J. appl. Physiol.|Journal of Applied Physiology
J. appl. Physiol., Resp. Environ. Exercise Physiol.|Journal of Applied Physiology: Respiratory, Environmental and Exercise Physiology
J. appl. Toxicol.|Journal of Applied Toxicology
J. Arachnol.|Journal of Arachnology
J. Ariz. Acad. Sci.|Journal of the Arizona Academy of Science
J. Arnold Arbor.|Journal of the Arnold Arboretum
J. Arts Sci. Meikai|The Journal of Arts and Sciences, Meikai University
J. Asiat. Soc. Beng.|Journal of the Asiatic Society of Bengal
J. Ass. off. agric. Chem.|Journal of the Association of Official Agricultural Chemists
J. Ass. off. anal. Chem.|Journal of the Association of Official Analytical Chemists
J. Aust. ent. Soc.|Journal of the Australian Entomological Society
J. Aust. Inst. agric. Sci.|Journal of the Australian Institute of Agricultural Science
J. Autoimmun.|Journal of Autoimmunity
J. Bact.|Journal of Bacteriology
J. Baltimore Coll. Dent. Surg.|Journal of the Baltimore College of Dental Surgery
J. Basic Clin. Physiol. Pharmacol.|Journal of Basic and Clinical Physiology and Pharmacology
J. Basic Microbiol.|Journal of Basic Microbiology
J. Biochem. Biophys. Methods|Journal of Biochemical and Biophysical Methods
J. Biochem. Mol. Biol.|Journal of Biochemistry and Molecular Biology
J. Biochem. Mol. Toxicol.|Journal of Biochemical and Molecular Toxicology
J. Biochem. Molec. Biol.|Journal of biochemistry and molecular biology
J. biochem. Toxicol.|Journal of biochemical toxicology
J. Biochem., Tokyo|Journal of Biochemistry
J. Bioelectr.|Journal of Bioelectricity
J. Bioenerg. Biomembranes|Journal of Bioenergetics and Biomembranes
J. Biogeogr.|Journal of Biogeography
J. Bioinform. Comput. Biol.|Journal of Bioinformatics and Computational Biology
J. Biol.|Journal of Biology
J. Biol. (Bronx)|Journal of Biology (Bronx High School of Science)
J. Biol. Chem.|Journal of Biological Chemistry
J. Biol. Control.|Journal of biological control
J. biol. Educ.|Journal of Biological Education
J. Biol. Physics|Journal of Biological Physics
J. Biol. Res. (Thessaloniki)|Journal of Biological Research
J. Biol. Rhythms|Journal of Biological Rhythms
J. Biol. Sci. Res., Baghdad|Journal of Biological Sciences Research (Biological Research Centre, Baghdad) [Markaz Buhuth 'Ulum al-Hayah]
J. Biol. Sci., Bombay|Journal of Biological Sciences
J. Biol. Systems|Journal of Biological Systems
J. Biolumin. Chemilumin.|Journal of Bioluminescence and Chemiluminescence
J. Biomed. Biotechnol.|Journal of Biomedicine & Biotechnology
J. Biomed. Mater. Res.|Journal of Biomedical Materials Research
J. Biomed. Sci.|Journal of Biomedical Science
J. Biomolec. NMR|Journal of Biomolecular NMR
J. Biomolec. Struct. Dynamics|Journal of Biomolecular Structure and Dynamics
J. biophys. biochem. Cytol.|Journal of Biophysical and Biochemical Cytology
J. Biophys. Med. nucl.|Journal de Biophysique et Medicine nucleaire
J. Biosci., Bangalore|Journal of Biosciences
J. Biotechnol.|Journal of biotechnology
J. Bombay nat. Hist. Soc.|Journal of the Bombay Natural History Society
J. Bone Miner. Metab.|Journal of Bone and Mineral Metabolism
J. Bone Mineral Res.|Journal of Bone and Mineral Research
J. Cancer Res.|Journal of Cancer Research
J. Cancer Res. Clin. Oncol.|Journal of Cancer Research and Clinical Oncology
J. Cell Biol.|Journal of Cell Biology
J. Cell Sci.|Journal of Cell Science
J. Cell Sci.|Journal of Cell Science
J. Cell. Biochem.|Journal of Cellular Biochemistry
J. Cell. Biochem.|Journal of Cellular Biochemistry
J. Cell. comp. Physiol.|Journal of Cellular and Comparative Physiology
J. Cell. Molec. Med.|Journal of Cellular and Molecular Medicine
J. Cell. Physiol.|Journal of Cellular Physiology
J. Cell. Physiol.|Journal of Cellular Physiology
J. chem. Ecol.|Journal of Chemical Ecology
J. Chem. Inf. Comput. Sci.|Journal of Chemical Information and Computer Sciences
J. Chem. Neuroanat.|Journal of Chemical Neuroanatomy
J. Chem. Soc.|Journal of the Chemical Society
J. Chem. Soc.|Journal of the Chemical Society
J. Chem. Soc. Jpn|Journal of the Chemical Society of Japan
J. Chem. Soc., Perkin Trans. 1.|Journal of Chemical Society. Perkin Transactions 1
J. chem. tech. biotech.|Journal of chemical technology and biotechnology
J. Child Psychol. Psychiat.|Journal of Child Psychology and Psychiatry, and Allied Disciplines
J. Chim. Phys.|Journal de Chimie Physique et de physico-chimie biologique
J. Chinese Soc. Vet. Sci.|hung-hua min kuo shou i hsueh hui tsa chih [Journal of the Chinese Society of Veterinary Science]
J. Chromatog.|Journal of Chromatography
J. Chromatog.|Journal of Chromatography
J. Chromatog.|Journal of Chromatography
J. Clin. Biochem. Nutr.|Journal of Clinical Biochemistry and Nutrition
J. clin. Chem. clin. Biochem.|Journal of Clinical Chemistry and Clinical Biochemistry [Zeitschrift fur klinische Chemie und klinische Biochemie]
J. clin. Invest.|Journal of Clinical Investigation
J. clin. Lab. Anal.|Journal of clinical Laboratory Analysis
J. clin. Microbiol.|Journal of Clinical Microbiology
J. Clin. Pathol.|Journal of Clinical Pathology
J. Colo.-Wyo. Acad. Sci.|Journal of the Colorado-Wyoming Academy of Science
J. comp. Neurol.|Journal of Comparative Neurology
J. comp. Path.|Journal of Comparative Pathology and Therapeutics
J. comp. Physiol.|Journal of Comparative Physiology
J. comp. Physiol.|Journal of Comparative Physiology
J. comp. Physiol.|Journal of Comparative Physiology
J. comp. Physiol.|Journal of Comparative Physiology
J. comp. Physiol.|Journal of Comparative Physiology
J. comp. Physiol.|Journal of Comparative Physiology
J. comp. Physiol. Psychol.|Journal of Comparative and Physiological Psychology
J. comp. Psychol.|Journal of Comparative Psychology
J. Comput. Aided Molec. Des.|Journal of Computer-aided Molecular Design
J. Comput. Assist. Microsc.|Journal of Computer Assisted Microscopy
J. comput. Biol.|Journal of Computational Biology
J. Comput. Chem.|Journal of Computational Chemistry
J. Contracept.|Human fertility (Journal of Contraception)
J. Curr. Biosci.|Journal of Current Biosciences
J. Cytol. Genet.|Journal of Cytology and Genetics
J. Cytol. Genet.|Journal of Cytology and Genetics
J. Dairy Sci.|Journal of Dairy Science
J. dent. Res.|Journal of Dental Research
J. Dep. Agric. Ire.|Journal, Department of Agriculture (Ireland)
J. E. Afr. nat. Hist. Soc. natn. Mus.|Journal of the East Africa Natural History Society and National Museum
J. econ. Biol.|Journal of Economic Biology
J. econ. Ent.|Journal of Economic Entomology
J. Ecotox. Environ. Monit.|Journal of Ecotoxicology & Environmental Monitoring
J. Egypt. German Soc. Zool|Journal - Egyptian German Society of Zoology
J. Egypt. publ. Hlth Ass.|Journal of the Egyptian Public Health Association
J. Egypt. Soc. Parasitol.|Journal of the Egyptian Society of Parasitology
J. Electron Microsc.|Journal of Electron Microscopy [Denshi Kenbikyo Gakkai shi]
J. Elisha Mitchell Soc.|Journal of the Elisha Mitchell Society
J. Embryol. exp. Morphol.|Journal of Embryology and Experimental Morphology
J. Endocrinol.|Journal of Endocrinology
J. Endotoxin Res.|Journal of Endotoxin Research
J. Ent.|Journal of Entomology
J. ent. Res.|Journal of Entomological Research
J. ent. Sci.|Journal of entomological Science
J. Ent. Soc. B.C.|Journal of the Entomological Society of British Columbia
J. Ent. Soc. Iran|Journal of Entomological Society of Iran
J. ent. Soc. sth. Engl.|Journal of the Entomological Society of the South of England
J. ent. Soc. sthn Afr.|Journal of the Entomological Society of Southern Africa
J. ent. Zool., Pomona Coll.|Journal of Entomology and Zoology. Pomona College
J. Entomol. Sci.|Journal of Entomological Science
J. Env. Control Biol.|Seibutsu kankyo chosetsu [Journal of Environmental Control in Biology]
J. Environ. Biol.|Journal of Environmental Biology
J. environ. Path. Toxicol.|Journal of Environmental Pathology and Toxicology
J. environ. Sci. Hlth|Journal of Environmental Science and Health
J. environ. Sci. Hlth|Journal of Environmental Science and Health
J. enzyme Inhib.|Journal of Enzyme Inhibition
J. Epidemiol.|Journal of Epidemiology
J. Ethol.|Journal of Ethology
J. euk. Microbiol.|Journal of eukaryotic Microbiology
J. evol. Biochem. Physiol.|Journal of Evolutionary Biochemistry and Physiology [English translation edition of Zhurnal Evolyutsionnoi Biokhimii i Fiziologii]
J. evol. Biol.|Journal of Evolutionary Biology
J. exp. Biol.|Journal of Experimental Biology
J. exp. Bot.|Journal of Experimental Botany
J. exp. Bot.|Journal of Experimental Botany
J. exp. Med.|Journal of Experimental Medicine
J. exp. Psychol., Anim. Behav.|Journal of Experimental Psychology: Animal Behavior Processes
J. exp. Zool.|Journal of Experimental Zoology
J. exp. Zool., (Mol. Dev. Evol.)|Journal of Experimental Zoology
J. exp. Zool.|Journal of Experimental Zoology
J. Fac. Agric., Kyushu Univ.|Journal of the Faculty of Agriculture, Kyushu University [Kyushu Daigaku Nogakubu kiyo]
J. Fac. gen. Educ., Sapporo Univ.|Journal of the Faculty of General Education and Women's Junior College, Sapporo University [Daigaku Joshi Tanki Daigakubu Kiyo]
J. Fac. Sci. Hokkaido Imp. Univ.|Journal of the Faculty of Science, Hokkaido Imperial University.
J. Fac. Sci. Hokkaido Univ.|Journal of the Faculty of Science, Hokkaido University.
J. Fish Biol.|Journal of Fish Biology
J. Food Hyg. Soc. Jpn|Journal of the Food Hygienic Society of Japan [Shokuhin eiseigaku zasshi]
J. Food Protect.|Journal of Food Protection
J. Food Sci.|Journal of Food Science
J. Formos. Med. Assoc.|Journal of the Formosan Medical Association [Taiwan yi zhi]
J. fr. Biophys. Med. nucl.|Journal francaise de Biophysique et Medicine nucleaire
